index,name,rating,author_title,review_text,review_rating,date,language,bert_ratings,sentiment_category
902,Kilians Irish Pub,4.4,Emz Doughty,"['watched', 'the', 'rugby', 'here', 'and', 'was', 'great', 'atmosphere', '!', 'nice', 'staff', '&', 'good', 'service', '.', 'prices', 'a', 'bit', 'expensive']",5.0,2023-10-06,en,4,positive
903,Kilians Irish Pub,4.4,Julia,"['wir', 'hatten', 'jede', 'einen', 'burger', ',', 'der', 'gut', 'war', '.', 'noch', 'besser', 'waren', 'die', 'pommes', '.', 'obwohl', 'das', 'pub', 'absolut', 'zentral', 'ist', ',', 'sind', 'die', 'preise', 'bisher', 'noch', 'in', 'ordnung', '.', 'bier', 'ist', 'eh', 'lecker', ';-)', 'wir', 'saßen', 'draußen', ',', 'daher', 'kann', 'ich', 'über', 'innen', 'nichts', 'sagen', '.', 'die', 'bedienungen', 'waren', 'sehr', 'aufmerksam', 'und', 'freundlich', '.']",4.0,2023-10-03,de,5,positive
904,Kilians Irish Pub,4.4,Zeeshan Karamat,"['good', 'ambience', ',', 'good', 'food', ',', 'great', 'vibes']",5.0,2023-10-03,en,4,positive
905,Kilians Irish Pub,4.4,Thomas Korkmaz,"['it', ""'s"", 'okay']",5.0,2023-10-02,en,3,positive
906,Kilians Irish Pub,4.4,Veronica Domenchello,"['my', 'fiancé', 'and', 'i', 'love', 'live', 'music', 'and', 'found', 'this', 'place', 'on', 'our', 'first', 'of', 'three', 'nights', 'in', 'munich', '.', ' ', 'we', 'returned', 'all', 'future', 'nights', 'after', 'oktoberfest', '.', ' ', 'great', 'live', 'music', 'every', 'night', 'and', 'the', 'servers', 'kept', 'the', 'drinks', 'coming', '.']",5.0,2023-10-01,en,5,positive
907,Kilians Irish Pub,4.4,N0tMe__,"['sehr', 'gutes', 'essen']",4.0,2023-10-01,de,5,positive
908,Kilians Irish Pub,4.4,A Griff,"['we', 'found', 'this', 'location', 'as', 'one', 'of', 'the', 'few', 'online', 'that', 'had', 'sky', 'sports', '⚽', '️', '\n', 'when', 'you', 'go', 'downstairs', 'there', 'is', 'an', 'australian', 'themed', 'bar', 'and', 'an', 'irish', 'themed', 'bar', 'and', 'to', 'be', 'fair', ',', 'you', 'sort', 'of', 'get', 'the', 'atmosphere', 'from', 'the', 'different', 'rooms', '.', '\n', 'we', 'spent', 'our', 'time', 'in', 'killians', ',', 'we', 'did', 'not', 'eat', 'so', 'ca', ""n't"", 'comment', 'too', 'much', 'on', 'the', 'food', 'apart', 'from', 'it', 'appeared', 'fresh', 'and', 'very', 'popular', '!', '\n', 'pitchers', 'of', 'beer', 'were', '€', '13.50-€18.00', 'depending', 'on', 'which', 'one', 'you', 'went', 'for', 'and', 'is', '1.5l', '.', '\n', 'the', 'staff', 'were', 'very', 'busy', ',', 'very', 'polite', 'and', 'attentive', 'and', 'never', 'wanted', 'to', 'see', 'us', 'with', 'an', 'empty', 'table', '!', '\n\n', 'i', 'feel', 'i', 'should', 'comment', 'on', 'the', 'security', ',', 'my', 'group', 'of', '4', 'were', 'non', '-', 'german', 'and', 'were', 'treated', 'with', 'the', 'same', 'respect', 'as', 'anyone', 'else', 'present', '.', 'very', 'polite', '😊', '\n\n', 'a', 'band', 'came', 'in', 'at', '2100h', '.', 'they', 'were', 'good', ',', 'from', 'what', 'we', 'could', 'hear', 'towards', 'the', 'back', 'of', 'the', 'pub', 'near', 'to', 'the', 'entrance', '!', '\n\n', 'tables', 'were', 'busy', 'and', 'a', 'lot', 'reserved', 'in', 'advance', ',', 'i', 'do', ""n't"", 'know', 'if', 'they', ""'re"", 'usually', 'like', 'this', 'or', 'because', 'of', 'oktoberfest', ',', 'but', 'a', 'nice', 'little', 'spot', 'nonetheless', '😄', '\n\n', 'an', 'massive', 'issue', 'was', 'the', 'male', 'toilets', ',', 'there', 'are', 'two', 'urinals', ',', '2', 'stalls', '.', '1', 'urinal', 'was', 'overflowing', 'into', 'a', 'black', 'bag', 'on', 'the', 'floor', 'which', 'meant', 'the', 'floor', 'of', 'the', 'toilet', 'and', 'hallway', 'were', 'outside', 'were', 'just', 'covered', 'in', 'urine', '.', 'did', 'not', 'appear', 'anyone', 'was', 'cleaning', 'it', 'or', 'trying', 'to', 'prevent', 'it', 'from', 'being', 'used', '.', 'this', 'meant', 'queues', 'were', 'long', 'for', 'the', 'male', 'toilets', '!', '🚾']",4.0,2023-10-01,en,4,positive
910,Kilians Irish Pub,4.4,Erika Farris,"['seriously', ',', 'the', 'best', 'fish', 'and', 'chips', 'i', ""'ve"", 'ever', 'had', '.', 'drinks', 'were', 'fantastic', 'as', 'well', '.', 'service', 'could', 'have', 'been', 'better', ',', 'but', 'i', ""'d"", 'go', 'back', 'in', 'a', 'heartbeat', '.']",5.0,2023-09-30,en,5,positive
911,Kilians Irish Pub,4.4,Jantorial,"['ich', 'möchte', 'in', 'bayrischer', 'tracht', '1', '-', '2', 'bier', 'trinken', 'gehen', 'und', 'werde', 'nicht', 'rein', 'gelassen', ',', 'weil', 'ich', 'eine', 'bayrische', 'tracht', 'trage', '.', '\n\n', 'willkommen', 'in', 'deutschland', '🇩', '🇪', '🇩', '🇪']",1.0,2023-09-30,de,1,negative
912,Kilians Irish Pub,4.4,Olav Bous,"['klassische', 'karte', 'mit', 'guter', 'auswahl', 'an', 'speisen', 'und', 'getränken', 'zu', 'vernünftigen', 'preisen', '.', 'gerne', 'wieder', '.']",4.0,2023-09-30,de,5,positive
913,Kilians Irish Pub,4.4,Fabian Zollikofer,"['wir', 'wollten', 'gerne', 'in', 'einer', 'gruppe', 'von', '13', 'personen', 'vorbeikommen', '.', 'nach', 'nachfrage', 'beim', 'türsteher', 'war', 'das', 'ok', ',', 'scheinbar', 'außer', 'dem', 'ein', 'oder', 'anderen', 'kollegen', 'nicht-deutscher', 'herkunft', '.', 'einzige', 'mögliche', 'reaktion', 'auf', 'die', 'unhöfliche', ',', 'rassistische', 'behandlung', 'war', 'kollektiv', 'zu', 'gehen', '.', 'der', 'lade', 'ist', 'ganz', 'klar', 'auf', 'der', 'black', 'list', ',', 'ohne', 'dass', 'ich', 'ihn', 'jemals', 'wirklich', 'gesehen', 'habe', '.', ',']",1.0,2023-09-29,de,2,neutral
914,Kilians Irish Pub,4.4,Joachim Poisel,"['eigentlich', 'ein', 'netter', 'laden', ',', 'wenn', 'da', 'nicht', 'die', 'komplett', 'unfähigen', 'türsteher', 'wären', ',', 'die', 'bei', 'unserer', 'gruppe', 'mit', '13', 'personen', 'den', 'einzigen', 'nicht', 'deutschen', 'wegen', 'angeblicher', 'alkoholisierung', 'den', 'eintritt', 'verwehrt', 'hätten', '.', 'sehr', 'schade', 'und', 'es', 'grenzt', 'an', 'rassismus', '.', 'der', 'laden', ',', 'in', 'dem', 'wir', 'sehr', 'häufig', 'waren', 'steht', 'ab', 'jetzt', 'auf', 'unserer', 'nogo', 'liste', '!']",1.0,2023-09-29,de,2,neutral
915,Kilians Irish Pub,4.4,claire thomas,"['watched', 'the', 'rugby', 'here', '.', 'very', 'good', 'atmosphere', '!']",5.0,2023-09-27,en,5,positive
917,Kilians Irish Pub,4.4,Mosheh Samson,"['great', 'experience', 'watching', 'a', 'sunday', 'pl', 'match', 'during', 'oktoberfest', '.', '1', 'dropped', 'star', 'only', 'because', 'they', 'were', 'understaffed', 'during', 'what', 'should', 'have', 'been', 'anticipated', 'as', 'a', 'very', 'busy', 'time', '.', 'we', 'got', 'drinks', 'fairly', 'quickly', ',', 'but', 'there', 'was', 'a', 'little', 'back', 'and', 'forth', 'with', 'the', 'bar', 'not', 'wanting', 'us', 'to', 'order', 'food', ',', 'because', 'we', 'needed', 'to', 'wait', 'at', 'the', 'table', 'for', 'the', 'server', ',', 'but', 'the', 'server', 'was', 'behind', 'the', 'bar', 'helping', '..', 'it', 'took', 'at', 'least', '45', 'to', 'finally', 'order', 'food', '.', 'staff', 'was', 'very', 'friendly', 'though', '.', 'overall', 'all', 'experience', ':', 'very', 'good', '.']",4.0,2023-09-27,en,4,positive
919,Kilians Irish Pub,4.4,stefan dreher,"['an', 'für', 'sich', 'schöner', 'pub', 'aber', 'wurden', 'homophob', 'bepöbelt', 'von', 'gästen', 'und', 'eine', 'flasche', 'auf', 'uns', 'geschmissen', 'und', 'der', 'eine', 'türsteher', 'hat', 'die', '„', 'pöbler', '“', 'geschützt', 'und', 'verteidigt', '!', '!', 'geht', 'gar', 'nicht', ',', 'türsteher', 'sind', 'auch', 'zum', 'schutz', 'der', 'gäste', 'da', 'und', 'nicht', 'nur', 'um', 'den', 'einlass', 'zu', 'kontrollieren', '.', 'nie', 'wieder', '!', '!']",1.0,2023-09-24,de,2,neutral
920,Kilians Irish Pub,4.4,Víctor Molina García,"['sehr', 'nettes', 'team', ',', 'sehr', 'leckere', 'burger', 'und', 'tolle', 'atmosphäre', '.']",5.0,2023-09-22,de,5,positive
921,Kilians Irish Pub,4.4,Ray Madden,"['this', 'is', 'a', 'great', 'irish', 'family', 'owned', 'irish', 'pub', 'right', 'in', 'the', 'heart', 'of', 'munich', '.', '\n', 'staff', 'are', 'very', 'helpful', '.', 'drinks', '&', 'food', 'choice', 'is', 'amazing', '.', 'decor', 'looks', 'great', '.', 'indoor', '&', 'outdoor', 'seating', 'available', '.', 'when', 'in', 'munich', 'this', 'place', 'is', 'a', 'must', 'visit', '🇮', '🇪', '🍺', '✌', '️']",5.0,2023-09-21,en,5,positive
922,Kilians Irish Pub,4.4,esf088 esf088,"['very', 'busy', '.', 'good', 'loud', 'music']",4.0,2023-09-20,en,4,positive
923,Kilians Irish Pub,4.4,Tobias Ullmann,"['some', 'of', 'the', 'best', 'chicken', 'wings', 'in', 'munich']",5.0,2023-09-20,en,5,positive
925,Kilians Irish Pub,4.4,MagMinecraft,"['klassischer', 'irish', 'pub', 'im', 'keller', 'mit', 'sehr', 'gutem', 'essen', 'und', 'nettem', 'service', '.']",5.0,2023-09-16,de,5,positive
926,Kilians Irish Pub,4.4,Ben Jones,"['schöne', 'irische', 'pub', 'mit', 'guten', 'fish', 'und', 'chips']",5.0,2023-09-15,de,4,positive
927,Kilians Irish Pub,4.4,Julie,"['gut', 'wie', 'immer', 'aber', 'eben', 'etwas', 'teuer']",5.0,2023-09-14,de,4,positive
928,Kilians Irish Pub,4.4,joshua littler,"['great', 'environment', 'and', 'beer']",5.0,2023-09-13,en,5,positive
929,Kilians Irish Pub,4.4,mark finney,"['nice', 'pub', 'if', 'you', 'can', 'get', 'in', 'but', 'door', 'staff', 'very', 'choosey', '.', 'no', 'problem', 'with', 'them', 'keeping', 'drunks', 'out', 'but', 'avoid', 'this', 'place', 'if', 'you', 'are', 'wearing', 'any', 'type', 'of', 'fancy', 'dress', '.', 'you', 'wo', ""n't"", 'be', 'allowed', 'in', '!', '!']",3.0,2023-09-13,en,3,positive
932,Kilians Irish Pub,4.4,Maik Brückner,"['schöner', ',', 'etwas', 'vom', 'trubel', 'abseits', 'gelegener', 'biergarten', '.', 'perfekt', 'gekühlte', 'getränke', '(', 'bier', ')', '\n', 'flotte', 'bedingung', '.']",4.0,2023-09-11,de,4,positive
933,Kilians Irish Pub,4.4,The Weaver121,"['packed', 'irish', 'pub', ',', 'with', 'big', 'screen', 'for', 'the', 'rugby', '.', 'pizza', 'was', 'really', 'surprisingly', 'good', '👍']",5.0,2023-09-10,en,5,positive
934,Kilians Irish Pub,4.4,Manuel Ruff,"['tisch', 'reserviert', ',', 'abgewiesen', 'worden', '.', 'da', 'ist', 'ein', 'stern', 'zu', 'viel', '.']",1.0,2023-09-10,de,1,negative
935,Kilians Irish Pub,4.4,Thomas Schönwald,"['schöner', 'innenhof', ',', 'allerdings', 'kein', 'biergarten']",4.0,2023-09-09,de,4,positive
936,Kilians Irish Pub,4.4,Oliver I'Anson,"['visited', 'on', 'a', 'friday', 'night', ',', 'naturally', 'very', 'busy', 'and', 'crowded', '.', 'live', 'music', 'and', 'the', 'rugby', 'world', 'cup', 'on', 'the', 'tvs', '.', '\n', 'food', 'was', 'good', 'portion', 'size', 'and', 'tasty', '(', 'though', 'a', 'long', '45', '-', '60min', 'wait', ')', 'as', 'it', 'was', 'very', 'busy', ',', 'service', 'at', 'the', 'bar', 'was', 'fast', 'for', 'drinks', '(', 'english', 'and', 'german', 'speaking', 'bartenders', ')', '.', '\n', 'rather', 'hot', 'down', 'there', 'though', ',', 'even', 'being', 'sat', 'near', 'an', 'air', 'con', 'unit', '.']",4.0,2023-09-09,en,4,positive
937,Kilians Irish Pub,4.4,DanteRaziel88,"['super', 'freundliches', 'personal', ',', 'nette', 'gäste', 'und', 'eine', 'angenehme', 'atmosphäre', 'mit', 'einer', 'tollen', 'band', '.', 'auf', 'jeden', 'fall', 'einen', 'besuch', 'wert', '\n', 'ich']",5.0,2023-09-05,de,5,positive
938,Kilians Irish Pub,4.4,Ein Goolge Nutzer,"['tolle', 'lage', 'direkt', 'an', 'der', 'frauenkirche', '.', 'die', 'fish', '&', 'chips', 'sind', 'sehr', 'lecker', 'und', 'das', 'guiness', 'ideal', 'gezapft', '.']",5.0,2023-09-05,de,5,positive
939,Kilians Irish Pub,4.4,Jubar_,"['always', 'amazing', 'atmosphere', ',', 'friendly', 'staff', 'too', '!']",5.0,2023-09-05,en,5,positive
940,Kilians Irish Pub,4.4,Neha Joshi,"['good', 'sports', 'bar']",5.0,2023-09-03,en,4,positive
941,Kilians Irish Pub,4.4,Komal Raina,"['great', 'atmosphere', ',', 'but', 'it', 'is', 'crowded', ',', 'especially', 'on', 'weekends', '.', 'the', 'best', 'part', 'about', 'this', 'place', 'is', 'they', 'have', 'a', 'separate', 'area', 'for', 'the', 'people', 'who', 'want', 'to', 'sit', 'alone', '.', 'all', 'the', 'waitresses', 'are', 'helpful', 'and', 'quick', '.']",4.0,2023-09-01,en,3,positive
944,Kilians Irish Pub,4.4,Amalia C. L.,"['everyone', 'there', 'is', 'super', 'nice', 'and', 'professional', ',', 'the', 'drinks', 'are', 'really', 'good', 'and', 'karaoke', 'nights', 'are', 'very', 'fun', '!', '!', 'my', 'favourite', 'place', 'in', 'munich', 'without', 'a', 'doubt', '.']",5.0,2023-08-29,en,5,positive
945,Kilians Irish Pub,4.4,Molto Bene,"['essen', 'war', 'lecker', ',', 'bedienung', 'sehr', 'freundlich', ',', 'ambiente', 'im', 'untergeschoss', 'überraschend', 'gemütlich', '.', 'lediglich', 'die', 'toilettensituation', 'war', 'etwas', 'mangelhaft', 'weil', 'sich', 'vor', 'der', 'herrentoilette', 'lange', 'schlangen', 'bilden', '.', '\n', 'ansonsten', 'große', 'getränkeauswahl', ',', 'insbesondere', 'viele', 'whiskysorten', '.', 'preise', 'für', 'sind', 'für', 'die', 'lage', 'in', 'ordnung', '.']",5.0,2023-08-28,de,4,positive
946,Kilians Irish Pub,4.4,Marcel Dittrich,"['eine', 'institution', '!', 'immer', 'einen', 'guten', 'abend', 'hier', 'gehabt', '.']",5.0,2023-08-28,de,5,positive
948,Kilians Irish Pub,4.4,Dennis Fornoliak,"['best', 'irish', 'pub', 'in', 'münchen']",5.0,2023-08-27,de,5,positive
949,Kilians Irish Pub,4.4,Lukas Herrmann,"['sehr', 'angenehmer', 'bereich', 'im', 'freien', 'mit', 'fußball', 'sky', 'übertragung', '.', 'die', 'bedienung', 'war', 'auch', 'sehr', 'freundlich', 'und', 'die', 'getränke', 'preise', 'sehr', 'fair', '.']",5.0,2023-08-26,de,5,positive
950,Kilians Irish Pub,4.4,Nick Boss,"['nice', 'spot', 'close', 'to', 'the', 'central', 'church']",4.0,2023-08-26,en,4,positive
951,Kilians Irish Pub,4.4,Kati,"['nice', 'place', 'to', 'hangout', 'with', 'friends', 'for', 'a', 'couple', 'of', 'beers', '…', 'the', 'cheese', 'nachos', 'were', 'not', 'good', '…', 'definitely', 'would', 'not', 'recommend', '.']",4.0,2023-08-26,en,2,neutral
953,Kilians Irish Pub,4.4,thomas frank,"['offene', 'tür', '...', 'offene', 'leute', '...', 'kaltes', 'bier', '...', 'gute', 'musik', 'zum', 'feiern', '...', 'place', 'to', 'be', '.']",5.0,2023-08-24,de,5,positive
954,Kilians Irish Pub,4.4,Max Steffens,"['die', 'twirl', 'pommes', 'sind', 'echt', 'phenomenal', 'aber', 'dafür', 'mussten', 'wir', 'auch', 'ziemlich', 'lange', 'warten']",4.0,2023-08-24,de,4,positive
955,Kilians Irish Pub,4.4,Lars Triebel,"['tolle', 'geburtstagsfeier']",5.0,2023-08-23,de,5,positive
956,Kilians Irish Pub,4.4,berkant çelik,"['a', 'nice', 'and', 'small', 'irish', 'pub', 'with', 'karaoke', 'nights']",5.0,2023-08-21,en,4,positive
957,Kilians Irish Pub,4.4,Apocalypto,"['wenn', 'du', 'glück', 'hast', 'und', 'betrunkene', 'nicht', 'dein', 'abend', 'ruinieren', ',', 'ist', 'ok', ',', 'auf', 'aufforderung', 'die', 'security', 'soll', 'helfen', ',', 'nein', ',', 'das', 'ist', 'doch', 'normal', 'dort', '.', 'du', 'musst', 'selbst', 'für', 'deine', 'sicherheit', 'sorgen', '.', 'sonst', 'ok']",2.0,2023-08-21,de,3,positive
958,Kilians Irish Pub,4.4,Thomas William Cowin,"['really', 'lively', 'bar', '!', 'enjoyed', 'it', '.', 'live', 'music', 'too', '!']",5.0,2023-08-19,en,5,positive
959,Kilians Irish Pub,4.4,Angelina Kohl,"['wir', 'waren', 'dort', 'zum', 'cocktails', 'trinken', '.', 'sehr', 'lecker', 'und', 'gute', 'mischen', '.', 'es', 'war', 'dort', 'sehr', 'laut', ',', 'aber', 'es', 'wurde', 'in', 'dem', 'einen', 'bereich', 'live', 'musik', 'gespielt', 'und', 'im', 'anderen', 'war', 'karaoke', '.', 'also', 'mega', 'stimmung', '!']",5.0,2023-08-18,de,5,positive
960,Kilians Irish Pub,4.4,Günther,"['guinners', 'vom', 'fass']",4.0,2023-08-17,de,5,positive
961,Kilians Irish Pub,4.4,amit yadav,"['food', 'below', 'avg', '.']",3.0,2023-08-15,en,2,neutral
962,Kilians Irish Pub,4.4,Donald Mulhaxhia,"['nice', 'place']",5.0,2023-08-14,en,4,positive
963,Kilians Irish Pub,4.4,Maryam Klidsar,"['a', 'cozy', ',', 'traditional', 'irish', 'pub', '.', 'much', 'better', 'than', 'other', 'irish', 'pubs', 'in', 'munich', '.', 'big', 'portions', 'of', 'food', 'and', 'happy', 'and', 'friendly', 'staff']",5.0,2023-08-13,en,5,positive
964,Kilians Irish Pub,4.4,Nikola G,"['good', ',', 'nice', 'atmosphere', ',', 'but', 'the', 'ventilation', 'is', 'not', 'so', 'good', '.', 'gets', 'very', 'humid', 'and', 'hot', 'since', 'you', 'are', 'i', 'm', 'a', 'basement', '.', 'i', 'was', 'expecting', 'more', 'investment', 'into', 'renovation', 'since', 'this', 'place', 'is', 'always', 'packed', 'and', 'in', 'the', 'center', 'of', 'munich', '.']",3.0,2023-08-13,en,3,positive
965,Kilians Irish Pub,4.4,SirProteus,"['gutes', 'gesamtpaket', ',', 'die', 'getränkepreise', 'sind', 'aber', 'nicht', 'ganz', 'ohne', '.', '😏']",5.0,2023-08-10,de,4,positive
966,Kilians Irish Pub,4.4,A MF,"['great', 'pub', ',', 'service', 'and', 'food', '!']",5.0,2023-08-09,en,5,positive
967,Kilians Irish Pub,4.4,Maks,"['wir', 'haben', 'zwar', 'nur', 'eine', 'kurze', 'pause', 'hier', 'verbracht', '.', 'dennoch', 'war', 'der', 'service', 'superfreundlich', 'und', 'schnell', '.', 'die', 'biere', 'haben', 'uns', 'ebenfalls', 'geschmeckt', '.']",5.0,2023-08-09,de,5,positive
968,Kilians Irish Pub,4.4,Anna,"['die', 'ofenkartoffel', 'war', 'nicht', 'so', 'der', 'hit', '.', '\n', 'geschmacklich', 'fade', '.', '\n', 'service', 'hingegen', 'großartig', '!']",4.0,2023-08-05,de,3,positive
969,Kilians Irish Pub,4.4,Paul Aslett,"['nice', 'bar']",5.0,2023-08-02,en,4,positive
970,Kilians Irish Pub,4.4,Irmi Jasiulek,"['typisch', 'schöner', 'irischer', 'pub', '.', '\n', 'nettes', 'personal', '.']",5.0,2023-08-02,de,4,positive
971,Kilians Irish Pub,4.4,Lukasz Sulkowski,"['i', 'recommend', 'the', 'magners', 'dark', 'fruit', 'beer', ':)']",5.0,2023-07-29,en,5,positive
972,Kilians Irish Pub,4.4,Rainer Schügerl,"['best', 'pub', 'in', 'town', '!', 'live', 'music', 'every', 'day', '!', 'great']",5.0,2023-07-29,en,5,positive
973,Kilians Irish Pub,4.4,Claudia Fraunhofer,"['ein', 'wahnsinns', 'pub', '!', '!', '!', 'es', 'ist', 'ein', 'super', 'rundherum', '.', 'kellner', '/', 'innen', 'sind', 'super', 'freundlich', 'und', 'lieb', '.', 'machen', 'die', 'tische', 'sauber', 'nachdem', 'es', 'geregnet', 'hat', '.', 'service', 'top', 'lieb', 'nett', 'und', 'freundlich', 'würde', 'ich', 'innerhalb', 'weiter', 'empfehlen', '!', '!']",5.0,2023-07-29,de,5,positive
974,Kilians Irish Pub,4.4,alexander bauer,"['super', 'service', 'nettes', 'personal', 'sauber', 'flexibel', 'und', 'freundlich', 'kommen', 'gerne', 'wieder', '.']",5.0,2023-07-28,de,5,positive
975,Kilians Irish Pub,4.4,Hasan Syed,"['update', '.', ' ', 'will', 'give', '5', 'stars', 'because', 'if', 'great', 'staff', '.', 'always', 'busy', 'but', 'the', 'staff', 'is', 'attentive', '.', 'best', 'to', 'book', 'a', 'table', 'in', 'advance', 'so', 'not', 'to', 'be', 'disappointed', '.', 'not', 'surprising', 'as', 'central', 'location', '.', 'live', 'music', 'and', 'good', 'drinks', ',', 'definitely', 'worth', 'a', 'visit', '.']",5.0,2023-07-27,en,4,positive
976,Kilians Irish Pub,4.4,Kristen Lanfranchi,"['great', 'irish', 'pub', 'in', 'centre', 'of', 'city', '.', 'food', 'was', 'great', '.', 'service', 'outstanding', '!']",4.0,2023-07-27,en,5,positive
977,Kilians Irish Pub,4.4,TJMunich,"['the', 'karaoke', 'event', 'on', 'tuesday', 'is', 'good', 'except', 'that', 'the', 'dj', 'is', 'unfortunately', 'not', 'treating', 'every', 'request', 'equally', '.', ' ', 'some', 'folks', 'can', 'sing', 'well', 'but', 'come', 'up', 'the', 'stage', 'several', 'times', 'a', 'night', ',', 'while', 'requests', 'from', ' ', 'other', 'just', 'get', 'ignored', '.', ',', 'even', 'when', 'placed', 'in', 'time', '.', 'food', 'expensive', 'and', 'of', 'average', 'quality', '.', 'do', ""n't"", 'think', 'i', 'will', 'do', 'it', 'again', '.', 'if', 'you', 'go', 'to', 'a', 'karaoke', 'event', ',', 'you', 'expect', 'to', 'sing', '.', 'failed', 'by', 'system', '.']",2.0,2023-07-25,en,2,neutral
978,Kilians Irish Pub,4.4,Heinz-Jonathan P,"['super', 'lecker', 'toller', 'service']",5.0,2023-07-25,de,5,positive
980,Kilians Irish Pub,4.4,L L,"['came', 'here', 'to', 'watch', 'f1', 'and', 'f1', 'we', 'watched', '!', 'they', 'had', 'a', 'wide', 'beer', 'selection', ',', 'they', 'were', 'a', 'bit', 'pricey', 'but', 'that', 'is', 'to', 'be', 'expected', 'from', 'an', 'irish', 'pub', '.', 'the', 'place', 'was', 'clean', 'and', 'we', 'had', 'a', 'very', 'nice', 'waitress', 'who', 'was', 'there', 'at', 'our', 'every', 'request', '.', 'definitely', 'recommend', 'coming', 'here', 'to', 'watch', 'some', 'sports', 'or', 'to', 'just', 'have', 'a', 'drink', 'with', 'your', 'mates', '(', 'or', 'both', ')', '!']",5.0,2023-07-24,en,5,positive
981,Kilians Irish Pub,4.4,Lisa Maria Farley,"['tolles', ',', 'authentisches', 'ambiente', 'und', 'eine', 'riesige', 'auswahl', 'an', 'irischem', 'bier', ',', 'cider', 'etc.', '\n', 'kartenzahlung', '/', 'apple', 'pay', 'möglich', '.']",5.0,2023-07-23,de,5,positive
982,Kilians Irish Pub,4.4,Benjamin Tönig,"['super', 'atmosphäre']",5.0,2023-07-19,en,5,positive
983,Kilians Irish Pub,4.4,A E,"['nice', 'place']",5.0,2023-07-19,en,4,positive
984,Kilians Irish Pub,4.4,Neil Spiteri,"['a', 'nice', 'break', 'from', 'german', 'food', '.']",5.0,2023-07-18,en,4,positive
985,Kilians Irish Pub,4.4,Andres Decastro,"['30', 'minutes', 'for', 'the', 'waiter', 'to', 'tell', 'us', 'that', 'they', 'closed', 'outside', 'and', 'they', 'can', 'not', 'serve', 'us', '.', 'the', 'waitress', 'was', 'very', 'rude', 'when', 'i', 'asked', 'for', 'an', 'explanation', '.', 'never', 'again', '.', 'terrible', 'service']",1.0,2023-07-17,en,1,negative
986,Kilians Irish Pub,4.4,Seán Duncan,"['i', ""'m"", 'not', 'one', 'for', 'tourist', 'traps', '...', 'and', 'this', 'is', 'actually', 'not', 'a', 'tourist', 'trap-', 'or', 'if', 'it', 'is', ',', 'this', 'is', 'where', 'any', 'tourist', 'would', 'want', 'to', 'be', 'trapped', '!', '🤣', 'it', ""'s"", 'a', 'beautiful', 'atmosphere', ',', 'with', 'very', 'friendly', 'staff', ',', 'lovely', ""'"", 'old', 'irish', ""'"", 'ambience', ',', 'lively', 'vibe', 'and', 'great', 'drinks', '.', ' ', 'no', 'matter', 'where', 'you', 'are', 'from', ',', 'or', 'that', 'you', 'are', 'in', 'munich', ',', 'it', 'does', 'ireland', 'proud', 'and', 'you', ""'re"", 'going', 'to', 'have', 'a', 'grand', 'time', '.', '🙂', '💚']",5.0,2023-07-16,en,5,positive
988,Kilians Irish Pub,4.4,Steven Madaschi,"['the', 'service', 'was', 'so', 'excellent', ',', 'the', 'restaurant', 'was', 'full', 'but', 'that', 'was', 'no', 'exception', 'for', 'an', 'excellent', 'service', ',', 'food', 'was', 'ready', 'super', 'fast', ',', 'quantity', 'is', 'a', 'lot', ',', 'the', 'prices', 'were', 'very', 'fine', 'and', 'the', 'quality', 'was', 'superb', ',', 'we', 'had', 'a', 'great', 'time', 'there', 'on', 'our', 'last', 'night', 'here', 'in', 'munich', '.', '\n\n', 'thank', 'you', 'so', 'much', 'for', 'your', 'excellent', 'and', 'kind', 'service!!aaand', 'do', ""n't"", 'forget', 'to', 'try', 'the', 'murphy', ""'s"", 'beer', ',', 'they', 'are', 'very', 'good', '!']",5.0,2023-07-14,en,5,positive
989,Kilians Irish Pub,4.4,Ricci Willcox,"['watched', 'the', 'rugby', 'here', 'with', 'family', 'members', '.', 'awesome', 'atmosphere', 'with', 'good', 'food', 'and', 'service', '.']",5.0,2023-07-13,en,5,positive
990,Kilians Irish Pub,4.4,Mario Marelli,"['essen', 'ok', '…', 'die', 'kellner', 'etwas', 'langsam', '.', 'gäste', 'gut', 'gelaunt', ',', 'immer', 'einen', 'besuch', 'wert', '.']",3.0,2023-07-13,de,4,positive
991,Kilians Irish Pub,4.4,A T,"['do', 'not', 'recommend', '-', 'tourists', 'especially', '.', 'i', '’ve', 'never', 'encountered', 'such', 'awful', 'service', '.', 'the', 'waitress', 'serving', 'us', 'was', 'the', 'rudest', 'i', '’ve', 'ever', 'come', 'across', '-', 'she', 'definitely', 'ruined', 'our', 'experience', '.', 'she', 'was', 'giving', 'us', 'constant', 'attitude', 'and', 'treated', 'us', 'horribly', '.', '\n', 'i', 'privately', 'contacted', 'them', 'to', 'review', 'this', 'waitress', ',', 'but', 'have', 'received', 'no', 'reply', '.']",1.0,2023-07-11,en,1,negative
992,Kilians Irish Pub,4.4,David (The_Misfit),"['great', 'little', 'gem', 'tucked', 'away', 'in', 'munich', ',', 'basement', 'bar', '-', 'great', 'food', 'and', 'drink', 'menu', 'and', 'live', 'music', '!']",5.0,2023-07-10,en,5,positive
